timestamp,open,high,low,close,volume
2023-12-31 18:30:00,19452.0,19543.25,19421.4,19469.5,4273809028.0
2024-01-01 18:30:00,19496.8,19499.8,19271.65,19418.4,4059853716.0
2024-01-02 18:30:00,19434.3,19442.2,19343.15,19367.15,3635617196.0
2024-01-03 18:30:00,19451.8,19560.4,19433.5,19541.25,3245962827.0
2024-01-04 18:30:00,19602.1,19637.1,19490.95,19590.6,4034291513.0
2024-01-07 18:30:00,19636.0,19641.85,19400.6,19417.7,3520353326.0
2024-01-08 18:30:00,19549.5,19596.05,19439.1,19459.55,3705251182.0
2024-01-09 18:30:00,19463.55,19532.3,19354.1,19517.85,3610340175.0
2024-01-10 18:30:00,19589.75,19626.5,19532.3,19584.35,3371837116.0
2024-01-11 18:30:00,19691.25,19775.9,19635.75,19745.6,3100892069.0
2024-01-14 18:30:00,19876.5,19896.9,19763.8,19885.55,3512187451.0
2024-01-15 18:30:00,19894.3,19923.3,19736.2,19827.55,4145482638.0
2024-01-16 18:30:00,19556.4,19707.7,19470.05,19487.6,4149072235.0
2024-01-17 18:30:00,19388.4,19468.65,19143.5,19414.8,3717795537.0
2024-01-18 18:30:00,19555.95,19618.95,19537.15,19606.4,3753878164.0
2024-01-19 18:30:00,19698.05,19718.7,19582.7,19601.9,2821864028.0
2024-01-22 18:30:00,19743.5,19752.35,19158.75,19206.45,4475897232.0
2024-01-23 18:30:00,19193.15,19470.65,19080.5,19451.0,4176942034.0
2024-01-24 18:30:00,19479.65,19480.05,19289.8,19393.0,3856348755.0
2024-01-28 18:30:00,19475.4,19728.9,19470.05,19711.65,4154042820.0
2024-01-29 18:30:00,19770.25,19799.25,19558.8,19574.2,3966481815.0
2024-01-30 18:30:00,19574.15,19813.3,19546.4,19802.1,3599205173.0
2024-01-31 18:30:00,19869.95,19871.25,19703.75,19777.35,4212849660.0
2024-02-01 18:30:00,19884.65,20101.15,19874.8,19910.8,4994601659.0
2024-02-04 18:30:00,19989.65,20044.0,19805.75,19853.5,5177876323.0
2024-02-05 18:30:00,19923.2,20044.45,19824.85,20033.75,4596296924.0
2024-02-06 18:30:00,20157.2,20169.9,20011.45,20109.55,5801825929.0
2024-02-07 18:30:00,20207.55,20209.05,19949.35,19987.55,5597797457.0
2024-02-08 18:30:00,20015.0,20040.65,19745.45,19961.5,5412695770.0
2024-02-11 18:30:00,19999.95,20015.0,19634.6,19675.2,4040115250.0
2024-02-12 18:30:00,19709.8,19796.05,19508.75,19782.9,3926875602.0
2024-02-13 18:30:00,19618.1,19943.75,19579.2,19922.3,3452437005.0
2024-02-14 18:30:00,20011.7,20065.75,19952.0,20037.0,3540691571.0
2024-02-15 18:30:00,20136.85,20191.45,20098.1,20164.9,3105922137.0
2024-02-18 18:30:00,20244.25,20301.0,20174.9,20241.1,2713245919.0
2024-02-19 18:30:00,20242.65,20285.8,20190.7,20271.9,2683283025.0
2024-02-20 18:30:00,20329.1,20342.3,20077.8,20128.3,3136444838.0
2024-02-21 18:30:00,20179.25,20308.9,20004.1,20283.95,3174385969.0
2024-02-22 18:30:00,20358.7,20365.65,20280.15,20313.5,3983558577.0
2024-02-25 18:30:00,20299.5,20335.75,20210.35,20255.8,2815086345.0
2024-02-26 18:30:00,20249.25,20329.1,20234.95,20292.85,2851273258.0
2024-02-27 18:30:00,20323.5,20335.65,19987.35,20020.4,3851285308.0
2024-02-28 18:30:00,20009.25,20160.05,19901.3,20090.05,4894873194.0
2024-02-29 18:30:00,20171.9,20360.2,20171.0,20349.8,2820281398.0
2024-03-01 18:30:00,20419.55,20446.8,20400.2,20421.35,330593970.0
2024-03-03 18:30:00,20456.75,20482.6,20383.15,20432.05,2541255009.0
2024-03-04 18:30:00,20422.3,20440.4,20328.0,20382.0,2710700780.0
2024-03-05 18:30:00,20368.75,20396.75,20139.35,20379.55,3554791973.0
2024-03-06 18:30:00,20413.65,20471.35,20384.5,20434.8,2434632338.0
2024-03-10 18:30:00,20478.75,20483.25,20264.3,20288.75,2281677013.0
2024-03-11 18:30:00,20299.8,20326.25,20135.3,20171.4,2434739081.0
2024-03-12 18:30:00,20236.8,20247.9,19549.5,19646.3,4148627793.0
2024-03-13 18:30:00,19598.4,19933.9,19514.7,19916.35,3824939304.0
2024-03-14 18:30:00,19867.75,19942.4,19671.15,19825.2,4157462068.0
2024-03-17 18:30:00,19804.3,19894.45,19709.2,19843.1,2242834968.0
2024-03-18 18:30:00,19785.8,19798.95,19594.1,19610.55,2128705768.0
2024-03-19 18:30:00,19651.7,19697.45,19465.85,19632.05,2152097367.0
2024-03-20 18:30:00,19790.85,19916.45,19790.85,19897.4,2205653557.0
2024-03-21 18:30:00,19855.0,20048.6,19806.7,19994.6,2601583232.0
2024-03-25 18:30:00,19895.55,20044.5,19895.3,20005.25,2342846315.0
2024-03-26 18:30:00,20063.0,20174.4,20063.0,20087.8,2821929372.0
2024-03-27 18:30:00,20150.35,20380.5,20146.15,20255.15,2575769543.0
2024-03-31 18:30:00,20392.25,20504.5,20387.05,20492.55,2475632979.0
2024-04-01 18:30:00,20524.15,20579.25,20481.85,20569.75,2812872047.0
2024-04-02 18:30:00,20528.2,20657.9,20496.55,20605.7,3025872167.0
2024-04-03 18:30:00,20755.35,20772.4,20537.5,20664.65,3312184626.0
2024-04-04 18:30:00,20654.75,20730.15,20609.9,20715.1,2829767180.0
